,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
42845,2020-07-06 05:57:03,38797410705641,fraud_Hackett-Lueilwitz,grocery_pos,104.57,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,1971-12-12,b2b1f6b86bc465d4d0e46a0272f6b6cd,1373090223,43.319362,-73.690403,0
505248,2020-12-20 23:51:42,4570636521433188,"fraud_Bahringer, Schoen and Corkery",shopping_pos,4.86,Christine,Leblanc,F,5097 Jodi Vista Suite 811,Deltona,FL,32725,28.8989,-81.2473,88735,Commercial horticulturist,1988-04-09,621eb4f9881a371821372102c3e268c4,1387583502,29.401188,-81.92231,0
491434,2020-12-17 18:59:39,30343344410970,"fraud_Douglas, DuBuque and McKenzie",travel,5.26,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",1962-03-20,e8336f32d898c3c74c9d679a39de2032,1387306779,41.952993,-78.95334100000001,0
8284,2020-06-23 15:28:53,4512828414983801773,fraud_Hirthe-Beier,health_fitness,42.26,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,0b3434614e3ad15d38cb4295d18e275d,1372001333,39.672431,-80.100608,0
394942,2020-11-23 09:18:09,30343344410970,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,6.82,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",1962-03-20,3c908a0ae271e50eb5e9638b94d26de5,1385198289,40.534842,-79.256023,0
276612,2020-10-02 11:30:00,348789608637806,fraud_Kunze Inc,grocery_pos,127.94,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,1950-08-19,ebc595f3b4536048c9b0b0ec594303b8,1380713400,40.380452000000005,-98.643007,0
50074,2020-07-07 23:48:01,2254917871818484,fraud_Bruen-Yost,misc_pos,125.23,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976-03-26,d2b64a1f626cd69c09e8b09c2ef970bc,1373240881,38.858772,-75.628676,0
250410,2020-09-20 23:06:51,30044330818990,"fraud_Streich, Dietrich and Barton",shopping_net,161.97,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,9b294da76417246870f827b9f5f27686,1379718411,25.53608,-81.933247,0
146430,2020-08-11 05:54:15,3547574373318979,fraud_Emard Inc,gas_transport,55.65,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",1962-04-30,a8998ae88d094e812014f8d19f37a1a4,1376200455,38.999822,-88.77174000000001,0
88733,2020-07-21 17:46:14,4452366298769043,"fraud_Bernhard, Grant and Langworth",shopping_pos,2.49,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,1978-03-04,53c7e4765ea7d68c2f72b93d1b66abaf,1374428774,31.113116,-95.783445,0
194780,2020-08-28 22:25:56,3545109339866548,"fraud_O'Connell, Botsford and Hand",home,4.41,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,bc000ea74a7635ef8a7ea1fb464f936c,1377728756,33.821996,-90.946748,0
190019,2020-08-26 16:57:37,4169388510116,"fraud_Ritchie, Bradtke and Stiedemann",travel,9.6,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,1962-09-27,f18405fc0d771c53de316cc495229631,1377536257,43.613664,-77.417845,0
220182,2020-09-07 16:12:21,36485887555770,fraud_Homenick LLC,personal_care,3.74,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,2005-01-29,5c99885e61b86ed48b722e6073f64db3,1378570341,40.762368,-81.839883,0
80078,2020-07-19 12:52:53,36913587729122,"fraud_Bins, Balistreri and Beatty",shopping_pos,2.82,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,95d7d317cc67b1b6b69bca99cd03df21,1374238373,43.755847,-116.856722,0
331623,2020-10-26 12:32:59,180031190491743,fraud_Fisher Inc,shopping_net,35.53,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,6ac818df064cf61e26831183d532ec25,1382790779,29.729540000000004,-87.953131,0
328475,2020-10-25 11:02:36,4900628639996,fraud_Lockman Ltd,grocery_pos,59.44,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,07200d68f609c5b836943a3afa88a008,1382698956,34.803451,-118.668744,0
168944,2020-08-18 23:53:06,4716561796955522,fraud_Lind-Buckridge,entertainment,72.48,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,9bea1e0490201b28b1582f76cb8abbc9,1376869986,47.2929,-112.06968,0
106093,2020-07-28 01:43:27,4689147265057948423,fraud_Kerluke PLC,misc_net,6.86,Steven,Brooks,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1967-10-04,13e519eafa0c0f7b2d2dfbd541b232b5,1374975807,40.876266,-96.998377,0
280331,2020-10-04 06:42:45,213178850083780,fraud_Lynch Ltd,shopping_pos,149.01,Shawn,King,M,31493 Garcia Summit,Athena,OR,97813,45.8289,-118.4971,1302,Dealer,1976-10-18,42aac39e05b03d533ef665b62fe58495,1380868965,44.918723,-118.16885,0
285659,2020-10-06 00:01:45,3598014571045296,fraud_Maggio-Fahey,misc_pos,3.71,Lisa,Clark,F,07943 Davis River,Grimesland,NC,27837,35.558,-77.2566,5903,Manufacturing systems engineer,1993-10-07,2331157246f84b414b746760b4775cb5,1381017705,35.76156,-78.089999,0
175563,2020-08-22 02:22:24,4710826438164847414,fraud_Torphy-Goyette,shopping_pos,127.49,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,1964-01-04,7ac2532e5127439a8b296f506dbbed39,1377138144,49.790186,-108.018785,0
325068,2020-10-23 16:53:51,4383521454815,"fraud_McDermott, Osinski and Morar",home,3.23,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,1987-09-22,eb3f8ec5904c5159f59ad9455fc15a01,1382547231,39.423612,-86.194409,0
488030,2020-12-16 18:12:01,375534208663984,fraud_Weimann-Lockman,kids_pets,48.52,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,1986-03-28,a983716842a963a96b55987250d7690a,1387217521,37.453585,-79.811937,0
119562,2020-08-02 12:02:37,3565943051129759,fraud_Pollich LLC,home,72.51,David,Thomas,M,838 Dan Haven Suite 003,Webster City,IA,50595,42.4657,-93.8262,9165,Medical secretary,1963-05-23,05709939d6f76a24bba96e8b7d0b9681,1375444957,42.971112,-94.448138,0
273446,2020-09-30 14:02:55,4189814094741,"fraud_Medhurst, Labadie and Gottlieb",travel,3.65,Jason,Farmer,M,33165 Larry Walks Suite 960,Ragland,AL,35131,33.7367,-86.1619,4159,Educational psychologist,1998-02-03,d12b0aa4f335fdc72d8a44f4b9ff4f45,1380549775,33.963009,-85.366452,0
467471,2020-12-12 20:32:30,371226440126102,"fraud_O'Connell, Botsford and Hand",home,57.36,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,ccf001af5f83c7e0e4dd1bb71874584e,1386880350,39.793882,-88.863118,0
439091,2020-12-06 14:59:15,2720433095629877,fraud_Berge-Hills,kids_pets,85.14,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,4bc9eb1a2a720050575b635a8320a5a5,1386341955,44.239325,-70.193235,0
553930,2020-12-31 13:39:06,3598215285024754,fraud_Ullrich Ltd,kids_pets,36.96,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,99af149ae5d9e755108c37f688a27767,1388497146,39.922693,-74.392816,0
381347,2020-11-16 23:30:58,6534628260579800,fraud_Lebsack and Sons,misc_net,50.22,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,e383f22a5b7412788d65c04400a5dff4,1384644658,43.597325,-72.536672,0
273896,2020-09-30 19:49:38,4502539526809429801,fraud_Cartwright PLC,kids_pets,77.05,Stephanie,Cummings,F,1025 Robin Square,Ash Flat,AR,72513,36.2201,-91.6421,2856,Hydrologist,1926-08-27,42f73a807675b46a5e082944409df1b0,1380570578,35.547533,-91.101745,0
455618,2020-12-09 13:35:50,4742883543039288059,fraud_Grimes LLC,entertainment,87.69,Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",1991-04-13,8adf2751ed6be87e8d5fb8e041fe3294,1386596150,20.381323,-155.448608,0
537049,2020-12-28 01:11:27,2719496466799416,fraud_Leannon-Ward,food_dining,52.22,Sheila,Baker,F,8030 Walker Heights,Belle Fourche,SD,57717,44.6723,-103.8396,8007,Hospital pharmacist,1940-09-17,855dbb6b21affcfcc1f5ca3940892da6,1388193087,44.378636,-104.613935,0
282540,2020-10-05 00:35:12,567868110212,fraud_Howe Ltd,misc_pos,146.34,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",1984-12-16,6850a2f4cdfdf0f68117f8fa2014015e,1380933312,29.307856,-95.008483,0
320904,2020-10-21 05:07:15,4025612008285111,fraud_Flatley Group,misc_pos,8.29,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,1949-03-20,8288e5cc28ba188656d44673f599c144,1382332035,42.029911,-80.03111899999999,0
59243,2020-07-12 03:51:05,3546897637165774,"fraud_Yost, Block and Koepp",misc_pos,6.14,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,1956-05-30,5ef77b2c2a746d69a9337a20d4e1e322,1373601065,32.241117,-96.142083,0
431595,2020-12-04 20:06:37,6538891242532018,fraud_Greenholt Ltd,health_fitness,82.49,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,667a5b1eeb94cd4b9b95e805374905a2,1386187597,36.949637,-90.31544,0
435643,2020-12-05 21:38:35,4599285557366057,fraud_Pouros-Haag,shopping_pos,149.81,Mary,Williams,F,00315 Ashley Valleys,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,1997-11-18,5c730f1de77cb33e11657e52058b1e77,1386279515,37.102967,-96.783239,0
387742,2020-11-20 00:55:53,2657850734909997,fraud_Berge LLC,gas_transport,76.34,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,1946-11-01,6c07ccea3f7e57d339812c581726cdba,1384908953,43.185433,-82.777292,0
76517,2020-07-18 03:29:01,4561892980175,fraud_Heller-Langosh,gas_transport,70.6,Jacqueline,Allen,F,166 Lisa Fords,Greenwood,IN,46143,39.596,-86.1309,78968,Financial adviser,1968-02-10,a060a25f8ab340478efed7e1f97f4e86,1374118141,38.733114,-85.18401899999999,0
280059,2020-10-04 03:50:21,4450831335606294,"fraud_Tillman, Dickinson and Labadie",gas_transport,55.64,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,0efc9449683ba0e9a2ef8808a4004536,1380858621,34.131959,-94.605019,0
536925,2020-12-28 00:34:38,3562679455732797,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,80.28,Amanda,Jones,F,7320 Jennifer Forges,Queenstown,MD,21658,39.0026,-76.1424,3862,Maintenance engineer,1962-12-06,7fcd055cf19b4afe6e98c2e0098054c0,1388190878,38.202295,-76.04861899999999,0
413815,2020-11-30 17:03:48,4599735407877245080,"fraud_Cronin, Kshlerin and Weber",health_fitness,19.5,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,1964-12-30,bf196e6487f1ba9087ee9618c260f921,1385831028,35.641801,-90.213929,0
177866,2020-08-23 02:00:14,676102124465,fraud_Maggio-Fahey,misc_pos,8.21,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1985-08-21,b8d754e15d4f8abd177c32a93c051c09,1377223214,39.266303,-122.98306,0
346564,2020-11-02 02:54:08,4505383113689,"fraud_Effertz, Welch and Schowalter",entertainment,48.29,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,132bc9aa928681629acb03b5bd716633,1383360848,39.095574,-76.441388,0
55452,2020-07-10 15:50:54,4951647200979051,fraud_Rau-Grant,kids_pets,165.79,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,eff8564911679c1eef0ddaf03939d2b0,1373471454,38.157474,-89.555751,0
173063,2020-08-21 00:09:22,4239552724014407,fraud_Denesik and Sons,shopping_pos,9.57,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141000000000005,-84.5722,6284,Secondary school teacher,1936-03-27,75a4c051da84a74469b4820bfb41da41,1377043762,41.108336,-85.162543,0
466247,2020-12-12 14:01:41,6011438889172900,fraud_Lynch-Wisozk,home,58.24,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,443ae543d930870606e2b77c771a9ce2,1386856901,34.764914000000005,-90.820907,0
221819,2020-09-08 02:56:19,3583793405872580,"fraud_Reilly, Heaney and Cole",gas_transport,45.74,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,46bc076057b40ac77e3bf3ffc973ace6,1378608979,35.728296,-99.801515,0
183841,2020-08-24 18:25:57,3565943051129759,fraud_Crooks and Sons,personal_care,111.16,David,Thomas,M,838 Dan Haven Suite 003,Webster City,IA,50595,42.4657,-93.8262,9165,Medical secretary,1963-05-23,e55f7ba50f82f023506de0fe6d41edee,1377368757,43.295244,-93.844975,0
265783,2020-09-27 19:22:31,3556613125071656,"fraud_Yost, Block and Koepp",misc_pos,6.84,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,60393d010bf828ed963ffdb390d0f60a,1380309751,28.360295,-95.635495,0
273122,2020-09-30 08:59:21,6592243974328236,"fraud_Moen, Reinger and Murphy",grocery_pos,69.6,Philip,Hart,M,97405 Vazquez Plains,Montgomery,AL,36111,32.3374,-86.2715,214703,"Chemist, analytical",1994-10-07,892633dce5d5ad3862f16d5837ff5b54,1380531561,32.653368,-85.995696,0
359707,2020-11-08 03:28:04,375248307838179,fraud_Brekke and Sons,gas_transport,50.9,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237,38.8564,-80.158,571,Accounting technician,1967-09-16,ed5a9291216e9b7ee49638f5794bacb0,1383881284,38.017466,-79.49613000000001,0
293608,2020-10-09 22:42:11,2229378226512508,"fraud_Schneider, Hayes and Nikolaus",food_dining,58.94,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,36870fd86acc73de73de8966c234b622,1381358531,42.831515,-90.415338,0
236600,2020-09-14 16:51:47,6506116513503136,fraud_Bednar PLC,kids_pets,39.59,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,1984-05-04,41ce8b22ffbf174d9853f71e3b174bc5,1379177507,32.857545,-95.312267,0
227532,2020-09-10 20:07:27,5359543825610251,fraud_Kris-Padberg,shopping_pos,4.71,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",1975-06-29,396c21f89e74ca568a648822d65c3d98,1378843647,45.923427,-111.35278999999998,0
231648,2020-09-12 23:18:05,4469777115158234880,fraud_Hamill-D'Amore,health_fitness,45.65,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1980-11-22,cdbe4f39edf9dcd277aceb4d3be41df2,1379027885,42.671229,-71.99363100000001,0
479823,2020-12-14 23:58:06,4969856774088583,fraud_Bogisich-Weimann,kids_pets,59.09,Jacqueline,Prince,F,27823 Andrew Underpass Suite 948,Metairie,LA,70003,29.9975,-90.2146,137067,Advertising account planner,1951-12-04,0bc025ba4b118b85af7a85425b98feb6,1387065486,30.132809,-91.06975,0
365685,2020-11-10 01:49:24,4640395708703,fraud_Cassin-Harvey,grocery_net,61.67,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,1951-06-13,0d33ac5a3c25d6fc55cfbeaa7ec257f6,1384048164,30.742473,-91.581619,0
474629,2020-12-14 05:36:39,4939976756738216,fraud_Pacocha-O'Reilly,grocery_pos,198.83,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,b7dc9d3394bbbc2c12a1d002bae6f09f,1386999399,27.141228,-99.401189,0
504944,2020-12-20 22:44:28,5104807169438134,"fraud_Swaniawski, Lowe and Robel",shopping_pos,2.47,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,1978-07-08,4697dd15ad3c5d221851c5588995fea9,1387579468,41.542394,-71.811155,0
65304,2020-07-13 19:38:08,4003989662068504,fraud_Hudson-Grady,shopping_pos,4.8,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,c1260f74b31292edc90077675a448de0,1373744288,32.836596,-87.84318,0
481974,2020-12-15 11:01:01,4826655832045236,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,93.86,Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,1963-12-29,9cdd89395fce4ac2689ed1e008f875ab,1387105261,41.476797,-70.806827,0
95360,2020-07-24 16:22:58,4806443445305,fraud_Stracke-Lemke,grocery_pos,54.22,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,84e571ba56f1b8b864a0b030d9a04674,1374682978,39.257613,-83.548171,0
231952,2020-09-13 02:39:24,378904938837132,"fraud_Moen, Reinger and Murphy",grocery_pos,124.7,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1986-05-01,6f83c111ba5b26fc1af78e1568f22938,1379039964,35.341784000000004,-98.028018,0
536297,2020-12-27 22:11:38,30143713661454,fraud_Swift PLC,kids_pets,17.56,Nicholas,Thornton,M,5270 Megan Burg Suite 756,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",1942-01-06,83b878c979645264c3c5c3d2bdee898a,1388182298,48.017543,-96.797839,0
161430,2020-08-17 01:48:16,3590736522064285,fraud_Rodriguez Group,gas_transport,66.42,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,84192ae1427f0961ce59d85e10677cd5,1376704096,34.745991,-93.341076,0
385750,2020-11-18 20:40:31,4658117080136,fraud_Kilback LLC,food_dining,6.43,Dwayne,Martinez,M,490 Baldwin Alley Apt. 468,Crownpoint,NM,87313,35.7206,-108.0271,5662,IT consultant,1989-04-08,82fea4e37d56d3ecfc7d6b1711d4a232,1384807231,36.607901,-108.248051,0
144911,2020-08-10 20:24:21,3560725013359375,fraud_Padberg-Rogahn,entertainment,35.99,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,79759,31.8599,-102.7413,23,Cytogeneticist,1969-09-15,d65c49e9eef5fe2bfacdff5dc164ab8c,1376166261,31.470867,-102.753452,0
136015,2020-08-08 02:27:31,4972228199573984,fraud_Hickle Group,shopping_pos,4.82,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960-04-08,e2165e1b5478a2f3d47971572d648b6d,1375928851,34.863623,-96.487919,0
397235,2020-11-24 00:22:14,6011104316292105,"fraud_Huel, Hammes and Witting",grocery_pos,103.02,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,5a5cf3421905cac5c77f28086c971737,1385252534,36.029081,-78.767761,0
533733,2020-12-27 12:38:44,3523898249167098,"fraud_Koss, Hansen and Lueilwitz",home,66.51,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,1dc9cd50563b76cc1a2559623f975161,1388147924,40.882994,-74.209745,0
222878,2020-09-08 12:36:18,3521815216091574,fraud_Schimmel-Olson,kids_pets,38.44,Wayne,Marsh,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,1978-08-27,e77a6858d22fb48f4863b8a2d36b23e5,1378643778,39.75801,-105.095604,0
385880,2020-11-18 22:34:55,676102124465,"fraud_Labadie, Treutel and Bode",shopping_net,411.3,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1985-08-21,1ba358d5ef309349757304740d5c07da,1384814095,38.705753,-122.49586,0
86150,2020-07-21 00:49:22,4797297220948468262,"fraud_Kuhic, Bins and Pfeffer",shopping_net,758.2,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,1304671b6058fadb43f297b97ae419ff,1374367762,38.468934,-86.302768,1
310760,2020-10-17 14:06:17,4538566639857,fraud_Wilkinson PLC,kids_pets,159.68,Jerry,Kelly,M,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74.0,13835,"Programmer, multimedia",1967-05-28,29a0f3cdae90b54c1291fe2015a7b570,1382018777,41.18165,-74.880328,0
531585,2020-12-27 00:44:13,343668971234893,fraud_Balistreri-Nader,misc_pos,13.93,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,4747e4571f6b8b7a5b8a13daac05660d,1388105053,33.243209,-80.990368,0
552653,2020-12-31 02:54:55,2720012583106919,"fraud_Reichert, Huels and Hoppe",shopping_net,82.37,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1980-08-18,06dd925440b66b179e34cf4c463745c6,1388458495,43.038611,-102.027922,0
206565,2020-09-01 13:58:11,3521417320836166,"fraud_Fadel, Mertz and Rippin",entertainment,142.75,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,790b010ead516b31f55942438bfc991f,1378043891,40.299203000000006,-85.633903,0
522643,2020-12-24 15:33:07,3536818734263520,fraud_Pouros-Haag,shopping_pos,15.44,Gerald,Frank,M,95793 Andrea Ville Suite 533,Des Moines,IA,50314,41.603,-93.633,222785,Interior and spatial designer,1981-08-10,e5a9f6eb14810b401b753b6bb3fa528f,1387899187,41.35172,-93.156497,0
333329,2020-10-26 22:59:20,180017442990269,fraud_Volkman PLC,food_dining,176.17,Michelle,Anderson,F,28311 Dennis Trace,Albany,NY,12222,42.6853,-73.8253,151022,"Designer, textile",1939-06-01,07a823d61b77f0555401e41d26c1b0fa,1382828360,41.715133,-73.64703100000001,0
447990,2020-12-07 23:56:52,3591919803438423,fraud_Gerhold LLC,home,55.34,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1987-07-25,67a9c76e72a978212468cc79f963faed,1386460612,28.805795,-79.95569499999999,0
244639,2020-09-18 09:56:37,4800395067176717,fraud_Marks Inc,gas_transport,63.85,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),1928-04-02,64773a6d838cac8df58c0276c431117b,1379498197,41.382112,-96.165623,0
4967,2020-06-22 18:29:26,4079773899158,fraud_Fritsch and Sons,health_fitness,59.17,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,265c9318581b6c53107d0821c5e7c4d9,1371925766,44.577137,-115.51973999999998,0
233319,2020-09-13 15:26:09,4797297220948468262,fraud_Haley Group,misc_pos,5.28,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,605128180bd6c23971053bfb40f05e92,1379085969,39.123191,-87.227239,0
319229,2020-10-20 15:06:56,376445266762684,fraud_Nienow PLC,entertainment,2.47,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,9c240feeb2b1a115be36cc0c11c74f2e,1382281616,40.864697,-101.235038,0
456985,2020-12-09 22:55:38,676372984911,fraud_Yost-Rogahn,personal_care,96.06,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,4fde2fe925cbb64c406d86c60539e6b3,1386629738,40.363162,-99.004203,0
18540,2020-06-27 23:07:19,4358137750029944984,fraud_Nolan-Williamson,kids_pets,79.68,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,1972-10-05,e4ff6ce2cc41187d0f15a7d3f3593b57,1372374439,41.84036,-91.8902,0
178136,2020-08-23 04:33:27,36153880429415,fraud_Berge LLC,gas_transport,81.42,Erik,Stevens,M,84033 Pitts Overpass,Lakeland,FL,33809,28.1762,-81.9591,237282,Plant breeder/geneticist,1949-10-13,d277a4531c8a5dae04140dfc617b06d8,1377232407,27.835697,-81.750024,0
102528,2020-07-27 04:51:35,30235268718158,fraud_Luettgen PLC,gas_transport,74.89,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,28605360e09dc1acc4f25e9b575a7153,1374900695,40.260359,-73.341789,0
120230,2020-08-02 15:58:57,213156747557083,fraud_Dibbert and Sons,entertainment,4.81,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,7d44075db31fcdcb6ff5199468035f2d,1375459137,34.998055,-118.63422,0
